trip_id,stop_sequence,stop_id,arrival_time,departure_time,stop_headsign,pickup_type,drop_off_type,continuous_pickup,continuous_drop_off,shape_dist_traveled,timepoint
527,5,RIC,08:09:00,08:09:00,Richmond-BART,0,0,,,123689.00655409343,1
527,6,BKY,08:17:00,08:17:00,Berkeley,0,0,,,132951.00430694362,1
527,7,EMY,08:23:00,08:23:00,Emeryville,0,0,,,136061.61227938376,1
527,8,OKJ,08:39:00,08:39:00,Oakland Jack London,0,0,,,143657.72642453515,1
527,9,OAC,08:48:00,08:48:00,Oakland Coliseum-BART,0,0,,,151781.42143880355,1
527,10,HAY,08:59:00,08:59:00,Hayward,0,0,,,164752.73507095425,1
527,11,FMT,09:15:00,09:15:00,Fremont/Centervile,0,0,,,184178.8762292685,1
527,12,GAC,09:32:00,09:32:00,Santa Clara/Great America,0,0,,,204348.2762594392,1
527,13,SCC,09:40:00,09:40:00,Santa Clara/University,0,0,,,211092.35384251567,1
527,14,SJC,09:53:00,09:53:00,San Jose,0,0,,,215239.13034823403,1
527W,0,EMY,08:25:00,08:25:00,Emeryville- Amtrak,0,0,,,0,1
527W,1,SFC,09:00:00,09:00:00,SF Salesforce Plaza,0,0,,,14067.177798337818,1
528,0,SJC,08:48:00,08:48:00,San Jose,0,0,,,0,1
528,1,SCC,08:54:00,08:54:00,Santa Clara/University,0,0,,,4154.512465661643,1
528,2,GAC,09:01:00,09:01:00,Santa Clara/Great America,0,0,,,10918.165731592784,1
528,3,FMT,09:18:00,09:18:00,Fremont/Centerville,0,0,,,31086.60708677945,1
528,4,HAY,09:33:00,09:33:00,Hayward,0,0,,,50506.70453135568,1
528,5,OAC,09:44:00,09:44:00,Oakland Coliseum-BART,0,0,,,63477.5119057513,1
528,6,OKJ,09:57:00,09:57:00,Oakland Jack LLondon,0,0,,,71563.53332699878,1
528,7,EMY,10:06:00,10:06:00,Emeryville,0,0,,,79135.80017977765,1
528,8,BKY,10:10:00,10:10:00,Berkeley,0,0,,,82246.73668918217,1
528,9,RIC,10:18:00,10:18:00,Richmond-BART,0,0,,,91511.38188479214,1
528,10,MTZ,10:45:00,10:45:00,Martinez,0,0,,,122820.38232257577,1
528,11,SUI,11:04:00,11:04:00,Suisun/Fairfield,0,0,,,150806.37858174607,1
528,12,FFV,11:11:00,11:11:00,Fairfield/Vacaville,0,0,,,158739.7939306282,1
528,13,DAV,11:33:00,11:33:00,Davis,0,0,,,193845.7664832605,1
528,14,SAC,11:57:00,11:57:00,Sacramento,0,0,,,215252.04139820446,1
528E,0,SFC,09:25:00,09:25:00,SF Salesforce Plaza,0,0,,,0,1
528E,1,EMY,09:55:00,09:55:00,Emeryville- Amtrak,0,0,,,13496.01535418957,1
529,0,ARN,06:35:00,06:35:00,Auburn,0,0,,,0,1
529,1,RLN,06:58:00,06:58:00,Rocklin,0,0,,,20792.707769866087,1
529,2,RSV,07:07:00,07:07:00,Roseville,0,0,,,27364.38756382619,1
529,3,SAC,07:33:00,07:33:00,Sacramento,0,0,,,56114.440629259494,1
529,4,DAV,07:48:00,07:48:00,Davis,0,0,,,77520.7650149895,1
529,5,FFV,08:08:00,08:08:00,Fairfield/Vacaville,0,0,,,112638.109465105,1
529,6,SUI,08:14:00,08:14:00,Suisun/Fairfield,0,0,,,120564.40393173664,1
529,7,MTZ,08:32:00,08:32:00,Martinez,0,0,,,148538.6113985947,1
529,8,RIC,08:58:00,08:58:00,Richmond-BART,0,0,,,179823.71206111027,1
529,9,BKY,09:06:00,09:06:00,Berkeley,0,0,,,189078.30079364995,1
529,10,EMY,09:11:00,09:11:00,Emeryville,0,0,,,192227.33086291846,1
529,11,OKJ,09:33:00,09:33:00,Oakland Jack London,0,0,,,199852.0706156647,1
529,12,OAC,09:42:00,09:42:00,Oakland Coliseum-BART,0,0,,,207967.03135417867,1
529,13,HAY,09:52:00,09:52:00,Hayward,0,0,,,220937.88300651274,1
529,14,FMT,10:07:00,10:07:00,Fremont/Centervile,0,0,,,240354.55477885343,1
529,15,GAC,10:24:00,10:24:00,Santa Clara/Great America,0,0,,,260528.76292026704,1
529,16,SCC,10:32:00,10:32:00,Santa Clara/University,0,0,,,267276.93121446355,1
529,17,SJC,10:45:00,10:45:00,San Jose,0,0,,,271430.670442874,1
529W,0,EMY,09:35:00,09:35:00,Emeryville- Amtrak,0,0,,,0,1
529W,1,SFC,10:10:00,10:10:00,SF Salesforce Plaza,0,0,,,14067.177798337818,1
531,0,SAC,08:55:00,08:55:00,Sacramento,0,0,,,0,1
531,1,DAV,09:10:00,09:10:00,Davis,0,0,,,21402.198605363017,1
531,2,FFV,09:30:00,09:30:00,Fairfield/Vacaville,0,0,,,56416.20332238398,1
531,3,SUI,09:36:00,09:36:00,Suisun/Fairfield,0,0,,,64358.394380880374,1
531,4,MTZ,09:55:00,09:55:00,Martinez,0,0,,,92371.99120815379,1
531,5,RIC,10:21:00,10:21:00,Richmond-BART,0,0,,,123683.06285252418,1
531,6,BKY,10:29:00,10:29:00,Berkeley,0,0,,,132951.9496868013,1
531,7,EMY,10:34:00,10:34:00,Emeryville,0,0,,,136064.48177109883,1
531,8,OKJ,10:44:00,10:44:00,Oakland Jack LLondon,0,0,,,143645.31766030885,1
531W,0,EMY,10:35:00,10:35:00,Emeryville- Amtrak,0,0,,,0,1
531W,1,SFC,11:05:00,11:05:00,SF Salesforce Plaza,0,0,,,14067.177798337818,1
532,0,SJC,11:05:00,11:05:00,San Jose,0,0,,,0,1
532,1,SCC,11:11:00,11:11:00,Santa Clara/University,0,0,,,4154.512465661643,1
532,2,GAC,11:18:00,11:18:00,Santa Clara/Great America,0,0,,,10918.165731592784,1
532,3,FMT,11:36:00,11:36:00,Fremont/Centerville,0,0,,,31086.60708677945,1
532,4,HAY,11:51:00,11:51:00,Hayward,0,0,,,50506.70453135568,1
532,5,OAC,12:03:00,12:03:00,Oakland Coliseum-BART,0,0,,,63477.5119057513,1
532,6,OKJ,12:17:00,12:17:00,Oakland Jack LLondon,0,0,,,71563.53332699878,1
532,7,EMY,12:26:00,12:26:00,Emeryville,0,0,,,79135.80017977765,1
532,8,BKY,12:30:00,12:30:00,Berkeley,0,0,,,82246.73668918217,1
532,9,RIC,12:37:00,12:37:00,Richmond-BART,0,0,,,91511.38188479214,1
532,10,MTZ,13:04:00,13:04:00,Martinez,0,0,,,122820.38232257577,1
532,11,SUI,13:23:00,13:23:00,Suisun/Fairfield,0,0,,,150806.37858174607,1
532,12,FFV,13:29:00,13:29:00,Fairfield/Vacaville,0,0,,,158739.7939306282,1
532,13,DAV,13:53:00,13:53:00,Davis,0,0,,,193845.7664832605,1
532,14,SAC,14:16:00,14:16:00,Sacramento,0,0,,,215252.04139820446,1
532E,0,SFC,11:45:00,11:45:00,SF Salesforce Plaza,0,0,,,0,1
532E,1,EMY,12:15:00,12:15:00,Emeryville- Amtrak,0,0,,,13496.01535418957,1
532S,0,SAC,14:25:00,14:25:00,Sacramento,0,0,,,,1
532S,1,RSV,14:55:00,14:55:00,Roseville,0,0,,,,1
532S,2,RLN,15:10:00,15:10:00,Rocklin,0,0,,,,1
532S,3,ARN,15:35:00,15:35:00,Auburn,0,0,,,,1
532S,4,COX,15:50:00,15:50:00,Colfax,0,0,,,,1
534,0,OKJ,14:12:00,14:12:00,Oakland Jack LLondon,0,0,1,1,0,1
534,1,EMY,14:21:00,14:21:00,Emeryville,0,0,1,1,7556.472670501587,1
534,2,BKY,14:25:00,14:25:00,Berkeley,0,0,1,1,10664.795212778303,1
534,3,RIC,14:32:00,14:32:00,Richmond-BART,0,0,1,1,19927.516907734473,1
534,4,MTZ,14:58:00,14:58:00,Martinez,0,0,1,1,51229.6291374164,1
534,5,SUI,15:17:00,15:17:00,Suisun/Fairfield,0,0,1,1,79220.941681471,1
534,6,FFV,15:24:00,15:24:00,Fairfield/Vacaville,0,0,1,1,87160.68926858512,1
534,7,DAV,15:45:00,15:45:00,Davis,0,0,1,1,122258.17392114646,1
534,8,SAC,16:10:00,16:10:00,Sacramento,0,0,1,1,143675.4182309906,1
534E,0,SFC,13:35:00,13:35:00,SF Salesforce Plaza,0,0,,,0,1
534E,1,EMY,14:05:00,14:05:00,Emeryville- Amtrak,0,0,,,13496.01535418957,1
536,0,OKJ,15:12:00,15:12:00,Oakland Jack LLondon,0,0,,,0,1
536,1,EMY,15:21:00,15:21:00,Emeryville,0,0,,,7556.472670501587,1
536,2,BKY,15:25:00,15:25:00,Berkeley,0,0,,,10664.795212778303,1
536,3,RIC,15:33:00,15:33:00,Richmond-BART,0,0,,,19927.516907734473,1
536,4,MTZ,16:00:00,16:00:00,Martinez,0,0,,,51229.6291374164,1
536,5,SUI,16:19:00,16:19:00,Suisun/Fairfield,0,0,,,79220.941681471,1
536,6,FFV,16:26:00,16:26:00,Fairfield/Vacaville,0,0,,,87160.68926858512,1
536,7,DAV,16:49:00,16:49:00,Davis,0,0,,,122258.17392114646,1
536,8,SAC,17:16:00,17:16:00,Sacramento,0,0,,,143675.4182309906,1
536E,0,SFC,14:35:00,14:35:00,SF Salesforce Plaza,0,0,,,0,1
536E,1,EMY,15:05:00,15:05:00,Emeryville- Amtrak,0,0,,,13496.01535418957,1
536S,0,SAC,17:25:00,17:25:00,Sacramento,0,0,,,,1
536S,1,RSV,18:05:00,18:05:00,Roseville,0,0,,,,1
536S,2,RLN,18:25:00,18:25:00,Rocklin,0,0,,,,1
536S,3,ARN,18:40:00,18:40:00,Auburn,0,0,,,,1
538,0,SJC,15:05:00,15:05:00,San Jose,0,0,,,0,1
538,1,SCC,15:11:00,15:11:00,Santa Clara/University,0,0,,,4152.031509694017,1
538,2,GAC,15:19:00,15:19:00,Santa Clara/Great America,0,0,,,10901.291704758874,1
538,3,FMT,15:35:00,15:35:00,Fremont/Centerville,0,0,,,31062.750820210393,1
538,4,HAY,15:50:00,15:50:00,Hayward,0,0,,,50480.2309432867,1
538,5,OAC,16:01:00,16:01:00,Oakland Coliseum-BART,0,0,,,63451.038317682316,1
538,6,OKJ,16:12:00,16:12:00,Oakland Jack LLondon,0,0,,,71585.01107268379,1
538,7,EMY,16:21:00,16:21:00,Emeryville,0,0,,,79212.25999106061,1
538,8,BKY,16:25:00,16:25:00,Berkeley,0,0,,,82353.45230215296,1
538,9,RIC,16:32:00,16:32:00,Richmond-BART,0,0,,,91616.685098124,1
538,10,MTZ,16:59:00,16:59:00,Martinez,0,0,,,122776.84034523499,1
538,11,SUI,17:18:00,17:18:00,Suisun/Fairfield,0,0,,,150733.74854746068,1
538,12,FFV,17:24:00,17:24:00,Fairfield/Vacaville,0,0,,,158640.54018667762,1
538,13,DAV,17:46:00,17:46:00,Davis,0,0,,,193738.2287968201,1
538,14,SAC,18:07:00,18:07:00,Sacramento,0,0,,,215143.2651449146,1
538,15,RSV,18:32:00,18:32:00,Roseville,0,0,,,243843.9911667049,1
538,16,RLN,18:43:00,18:43:00,Rocklin,0,0,,,250480.32361642242,1
538,17,ARN,19:16:00,19:16:00,Auburn,0,0,,,271503.8814197656,1
538E,0,SFC,15:35:00,15:35:00,SF Salesforce Plaza,0,0,,,0,1
538E,1,EMY,16:05:00,16:05:00,Emeryville- Amtrak,0,0,,,13496.01535418957,1
540,0,OKJ,16:42:00,16:42:00,Oakland Jack LLondon,0,0,,,0,1
540,1,EMY,16:51:00,16:51:00,Emeryville,0,0,,,7556.472670501587,1
540,2,BKY,16:55:00,16:55:00,Berkeley,0,0,,,10664.795212778303,1
540,3,RIC,17:02:00,17:02:00,Richmond-BART,0,0,,,19927.516907734473,1
540,4,MTZ,17:28:00,17:28:00,Martinez,0,0,,,51229.6291374164,1
540,5,SUI,17:47:00,17:47:00,Suisun/Fairfield,0,0,,,79220.941681471,1
540,6,FFV,17:54:00,17:54:00,Fairfield/Vacaville,0,0,,,87160.68926858512,1
540,7,DAV,18:17:00,18:17:00,Davis,0,0,,,122258.17392114646,1
540,8,SAC,18:41:00,18:41:00,Sacramento,0,0,,,143675.4182309906,1
540E,0,SFC,16:10:00,16:10:00,SF Salesforce Plaza,0,0,,,0,1
540E,1,EMY,16:40:00,16:40:00,Emeryville- Amtrak,0,0,,,13496.01535418957,1
541,0,SAC,11:55:00,11:55:00,Sacramento,0,0,,,0,1
541,1,DAV,12:10:00,12:10:00,Davis,0,0,,,21408.887665007744,1
541,2,FFV,12:30:00,12:30:00,Fairfield/Vacaville,0,0,,,56427.14662640118,1
541,3,SUI,12:36:00,12:36:00,Suisun/Fairfield,0,0,,,64360.876639394104,1
541,4,MTZ,12:55:00,12:55:00,Martinez,0,0,,,92376.89667691571,1
541,5,RIC,13:21:00,13:21:00,Richmond-BART,0,0,,,123689.00655409343,1
541,6,BKY,13:29:00,13:29:00,Berkeley,0,0,,,132951.00430694362,1
541,7,EMY,13:34:00,13:34:00,Emeryville,0,0,,,136061.61227938376,1
541,8,OKJ,13:45:00,13:45:00,Oakland Jack London,0,0,,,143657.72642453515,1
541,9,OAC,13:55:00,13:55:00,Oakland Coliseum-BART,0,0,,,151781.42143880355,1
541,10,HAY,14:05:00,14:05:00,Hayward,0,0,,,164752.73507095425,1
541,11,FMT,14:20:00,14:20:00,Fremont/Centervile,0,0,,,184178.8762292685,1
541,12,GAC,14:38:00,14:38:00,Santa Clara/Great America,0,0,,,204348.2762594392,1
541,13,SCC,14:48:00,14:48:00,Santa Clara/University,0,0,,,211092.35384251567,1
541,14,SJC,15:05:00,15:05:00,San Jose,0,0,,,215239.13034823403,1
541S,0,COX,09:45:00,09:45:00,Colfax,0,0,,,,1
541S,1,ARN,10:15:00,10:15:00,Auburn,0,0,,,,1
541S,2,RLN,10:30:00,10:30:00,Rockin,0,0,,,,1
541S,3,RSV,10:45:00,10:45:00,Roseville,0,0,,,,1
541S,4,SAC,11:35:00,11:35:00,Sacramento,0,0,,,,1
541W,0,EMY,13:35:00,13:35:00,Emeryville- Amtrak,0,0,,,0,1
541W,1,SFC,14:05:00,14:05:00,SF Salesforce Plaza,0,0,,,14067.177798337818,1
542,0,SJC,16:05:00,16:05:00,San Jose,0,0,,,0,1
542,1,SCC,16:11:00,16:11:00,Santa Clara/University,0,0,,,4154.512465661643,1
542,2,GAC,16:19:00,16:19:00,Santa Clara/Great America,0,0,,,10918.165731592784,1
542,3,FMT,16:35:00,16:35:00,Fremont/Centerville,0,0,,,31086.60708677945,1
542,4,HAY,16:50:00,16:50:00,Hayward,0,0,,,50506.70453135568,1
542,5,OAC,17:01:00,17:01:00,Oakland Coliseum-BART,0,0,,,63477.5119057513,1
542,6,OKJ,17:12:00,17:12:00,Oakland Jack LLondon,0,0,,,71563.53332699878,1
542,7,EMY,17:21:00,17:21:00,Emeryville,0,0,,,79135.80017977765,1
542,8,BKY,17:25:00,17:25:00,Berkeley,0,0,,,82246.73668918217,1
542,9,RIC,17:32:00,17:32:00,Richmond-BART,0,0,,,91511.38188479214,1
542,10,MTZ,17:58:00,17:58:00,Martinez,0,0,,,122820.38232257577,1
542,11,SUI,18:17:00,18:17:00,Suisun/Fairfield,0,0,,,150806.37858174607,1
542,12,FFV,18:24:00,18:24:00,Fairfield/Vacaville,0,0,,,158739.7939306282,1
542,13,DAV,18:46:00,18:46:00,Davis,0,0,,,193845.7664832605,1
542,14,SAC,19:10:00,19:10:00,Sacramento,0,0,,,215252.04139820446,1
542E,0,SFC,16:40:00,16:40:00,SF Salesforce Plaza,0,0,,,0,1
542E,1,EMY,17:15:00,17:15:00,Emeryville- Amtrak,0,0,,,13496.01535418957,1
542S,0,SAC,19:20:00,19:20:00,Sacramento,0,0,,,,1
542S,1,RSV,19:50:00,19:50:00,Roseville,0,0,,,,1
542S,2,RLN,20:05:00,20:05:00,Rocklin,0,0,,,,1
542S,3,ARN,20:20:00,20:20:00,Auburn,0,0,,,,1
543,0,SAC,13:55:00,13:55:00,Sacramento,0,0,,,0,1
543,1,DAV,14:10:00,14:10:00,Davis,0,0,,,21402.198605363017,1
543,2,FFV,14:29:00,14:29:00,Fairfield/Vacaville,0,0,,,56416.20332238398,1
543,3,SUI,14:36:00,14:36:00,Suisun/Fairfield,0,0,,,64358.394380880374,1
543,4,MTZ,14:55:00,14:55:00,Martinez,0,0,,,92371.99120815379,1
543,5,RIC,15:22:00,15:22:00,Richmond-BART,0,0,,,123683.06285252418,1
543,6,BKY,15:30:00,15:30:00,Berkeley,0,0,,,132951.9496868013,1
543,7,EMY,15:36:00,15:36:00,Emeryville,0,0,,,136064.48177109883,1
543,8,OKJ,15:52:00,15:52:00,Oakland Jack LLondon,0,0,,,143645.31766030885,1
543W,0,EMY,15:40:00,15:40:00,Emeryville- Amtrak,0,0,,,0,1
543W,1,SFC,16:10:00,16:10:00,SF Salesforce Plaza,0,0,,,14067.177798337818,1
544,0,OKJ,18:12:00,18:12:00,Oakland Jack LLondon,0,0,,,0,1
544,1,EMY,18:21:00,18:21:00,Emeryville,0,0,,,7556.472670501587,1
544,2,BKY,18:25:00,18:25:00,Berkeley,0,0,,,10664.795212778303,1
544,3,RIC,18:32:00,18:32:00,Richmond-BART,0,0,,,19927.516907734473,1
544,4,MTZ,18:58:00,18:58:00,Martinez,0,0,,,51229.6291374164,1
544,5,SUI,19:17:00,19:17:00,Suisun/Fairfield,0,0,,,79220.941681471,1
544,6,FFV,19:23:00,19:23:00,Fairfield/Vacaville,0,0,,,87160.68926858512,1
544,7,DAV,19:46:00,19:46:00,Davis,0,0,,,122258.17392114646,1
544,8,SAC,20:12:00,20:12:00,Sacramento,0,0,,,143675.4182309906,1
544E,0,SFC,17:40:00,17:40:00,SF Salesforce Plaza,0,0,,,0,1
544E,1,EMY,18:15:00,18:15:00,Emeryville- Amtrak,0,0,,,13496.01535418957,1
545,0,SAC,15:55:00,15:55:00,Sacramento,0,0,,,0,1
545,1,DAV,16:10:00,16:10:00,Davis,0,0,,,21402.198605363017,1
545,2,FFV,16:30:00,16:30:00,Fairfield/Vacaville,0,0,,,56416.20332238398,1
545,3,SUI,16:36:00,16:36:00,Suisun/Fairfield,0,0,,,64358.394380880374,1
545,4,MTZ,16:55:00,16:55:00,Martinez,0,0,,,92371.99120815379,1
545,5,RIC,17:22:00,17:22:00,Richmond-BART,0,0,,,123683.06285252418,1
545,6,BKY,17:30:00,17:30:00,Berkeley,0,0,,,132951.9496868013,1
545,7,EMY,17:36:00,17:36:00,Emeryville,0,0,,,136064.48177109883,1
545,8,OKJ,17:52:00,17:52:00,Oakland Jack LLondon,0,0,,,143645.31766030885,1
545W,0,EMY,17:40:00,17:40:00,Emeryville- Amtrak,0,0,,,0,1
545W,1,SFC,18:10:00,18:10:00,SF Salesforce Plaza,0,0,,,14067.177798337818,1
546,0,SJC,18:05:00,18:05:00,San Jose,0,0,,,0,1
546,1,SCC,18:11:00,18:11:00,Santa Clara/University,0,0,,,4154.512465661643,1
546,2,GAC,18:19:00,18:19:00,Santa Clara/Great America,0,0,,,10918.165731592784,1
546,3,FMT,18:35:00,18:35:00,Fremont/Centerville,0,0,,,31086.60708677945,1
546,4,HAY,18:50:00,18:50:00,Hayward,0,0,,,50506.70453135568,1
546,5,OAC,19:01:00,19:01:00,Oakland Coliseum-BART,0,0,,,63477.5119057513,1
546,6,OKJ,19:12:00,19:12:00,Oakland Jack LLondon,0,0,,,71563.53332699878,1
546,7,EMY,19:21:00,19:21:00,Emeryville,0,0,,,79135.80017977765,1
546,8,BKY,19:25:00,19:25:00,Berkeley,0,0,,,82246.73668918217,1
546,9,RIC,19:32:00,19:32:00,Richmond-BART,0,0,,,91511.38188479214,1
546,10,MTZ,19:58:00,19:58:00,Martinez,0,0,,,122820.38232257577,1
546,11,SUI,20:17:00,20:17:00,Suisun/Fairfield,0,0,,,150806.37858174607,1
546,12,FFV,20:24:00,20:24:00,Fairfield/Vacaville,0,0,,,158739.7939306282,1
546,13,DAV,20:45:00,20:45:00,Davis,0,0,,,193845.7664832605,1
546,14,SAC,21:10:00,21:10:00,Sacramento,0,0,,,215252.04139820446,1
546E,0,SFC,18:30:00,18:30:00,SF Salesforce Plaza,0,0,,,0,1
546E,1,EMY,19:05:00,19:05:00,Emeryville- Amtrak,0,0,,,13496.01535418957,1
546S,0,SAC,21:20:00,21:20:00,Sacramento,0,0,,,,1
546S,1,RSV,21:50:00,21:50:00,Roseville,0,0,,,,1
546S,2,RLN,22:05:00,22:05:00,Rocklin,0,0,,,,1
546S,3,ARN,22:20:00,22:20:00,Auburn,0,0,,,,1
