route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
Blue,262.0.1,3516539,BAYPOINTE,0,9008,112315,0,0
Blue,262.0.1,3516540,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.2,3516815,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.3,3516967,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.1,3516541,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516542,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.2,3516816,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.3,3516968,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516543,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.2,3516817,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.3,3516969,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.1,3516544,BAYPOINTE,0,9006,112315,0,0
Blue,262.0.1,3516545,BAYPOINTE,0,9007,112315,0,0
Blue,262.0.1,3516546,BAYPOINTE,0,9008,112315,0,0
Blue,262.0.2,3516818,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.3,3516970,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.1,3516547,BAYPOINTE,0,9009,112315,0,0
Blue,262.0.1,3516548,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.2,3516819,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.3,3516971,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.1,3516549,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516550,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.2,3516820,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.3,3516972,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.1,3516551,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.1,3516552,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.2,3516821,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.3,3516973,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516553,BAYPOINTE,0,9006,112315,0,0
Blue,262.0.1,3516554,BAYPOINTE,0,9007,112315,0,0
Blue,262.0.2,3516822,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.3,3516974,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.1,3516555,BAYPOINTE,0,9008,112315,0,0
Blue,262.0.1,3516556,BAYPOINTE,0,9009,112315,0,0
Blue,262.0.2,3516823,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.3,3516975,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.1,3516557,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.1,3516558,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.2,3516824,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.3,3516976,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.1,3516559,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.1,3516560,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.2,3516825,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.3,3516977,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.1,3516561,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.1,3516562,BAYPOINTE,0,9006,112315,0,0
Blue,262.0.2,3516826,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.3,3516978,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516563,BAYPOINTE,0,9007,112315,0,0
Blue,262.0.1,3516564,BAYPOINTE,0,9008,112315,0,0
Blue,262.0.2,3516827,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.3,3516979,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.1,3516565,BAYPOINTE,0,9009,112315,0,0
Blue,262.0.1,3516566,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.2,3516828,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.3,3516980,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.1,3516567,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516568,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.2,3516829,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.3,3516981,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.1,3516569,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.2,3516830,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.3,3516982,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.1,3516570,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.1,3516571,BAYPOINTE,0,9006,112315,0,0
Blue,262.0.2,3516831,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.3,3516983,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516572,BAYPOINTE,0,9007,112315,0,0
Blue,262.0.1,3516573,BAYPOINTE,0,9008,112315,0,0
Blue,262.0.2,3516832,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.3,3516984,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.1,3516574,BAYPOINTE,0,9009,112315,0,0
Blue,262.0.1,3516575,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.2,3516833,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.3,3516985,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.1,3516576,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516577,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.1,3516578,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.2,3516834,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.3,3516986,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.1,3516579,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.2,3516835,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.3,3516987,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.1,3516580,BAYPOINTE,0,9006,112315,0,0
Blue,262.0.1,3516581,BAYPOINTE,0,9007,112315,0,0
Blue,262.0.1,3516582,BAYPOINTE,0,9008,112315,0,0
Blue,262.0.2,3516836,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.3,3516988,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516583,BAYPOINTE,0,9009,112315,0,0
Blue,262.0.1,3516584,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.2,3516837,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.3,3516989,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.1,3516585,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516586,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.2,3516838,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.3,3516990,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.1,3516587,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.1,3516588,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.2,3516839,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.3,3516991,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.1,3516589,BAYPOINTE,0,9006,112315,0,0
Blue,262.0.1,3516590,BAYPOINTE,0,9007,112315,0,0
Blue,262.0.2,3516840,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.3,3516992,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.1,3516591,BAYPOINTE,0,9008,112315,0,0
Blue,262.0.1,3516592,BAYPOINTE,0,9009,112315,0,0
Blue,262.0.2,3516841,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.3,3516993,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516593,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.2,3516842,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.3,3516994,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.1,3516594,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516595,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.2,3516843,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.3,3516995,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.1,3516596,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.1,3516597,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.2,3516844,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.3,3516996,BAYPOINTE,0,9005,112315,0,0
Blue,262.0.1,3516598,BAYPOINTE,0,9006,112315,0,0
Blue,262.0.1,3516599,CIVIC CENTER,0,9007,112313,0,0
Blue,262.0.2,3516845,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.3,3516997,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.1,3516600,BAYPOINTE,0,9008,112315,0,0
Blue,262.0.2,3516846,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.3,3516998,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516601,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.2,3516847,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.3,3516999,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.1,3516602,BAYPOINTE,0,9003,112315,0,0
Blue,262.0.2,3516848,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.3,3517000,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.1,3516603,BAYPOINTE,0,9004,112315,0,0
Blue,262.0.2,3516849,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.3,3517001,BAYPOINTE,0,9001,112315,0,0
Blue,262.0.1,3516604,BAYPOINTE,0,9006,112315,0,0
Blue,262.0.1,3516605,BAYPOINTE,0,9008,112315,0,0
Blue,262.0.2,3516850,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.3,3517002,BAYPOINTE,0,9002,112315,0,0
Blue,262.0.1,3516606,CIVIC CENTER,0,9001,112313,0,0
Blue,262.0.1,3516607,BAYPOINTE,0,9003,112314,0,0
Blue,262.0.2,3516851,BAYPOINTE,0,9003,112314,0,0
Blue,262.0.3,3517003,BAYPOINTE,0,9003,112314,0,0
Blue,262.0.1,3516608,BAYPOINTE,0,9004,112314,0,0
Blue,262.0.2,3516852,BAYPOINTE,0,9001,112314,0,0
Blue,262.0.3,3517004,BAYPOINTE,0,9001,112314,0,0
Blue,262.0.1,3516679,SANTA TERESA,1,9006,112323,0,0
Blue,262.0.1,3516680,SANTA TERESA,1,9008,112322,0,0
Blue,262.0.2,3516891,SANTA TERESA,1,9004,112323,0,0
Blue,262.0.3,3517043,SANTA TERESA,1,9004,112323,0,0
Blue,262.0.1,3516682,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.2,3516892,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.3,3517044,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.1,3516681,SANTA TERESA,1,9009,112323,0,0
Blue,262.0.1,3516683,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.1,3516684,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.2,3516893,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.3,3517045,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.1,3516685,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.2,3516894,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.3,3517046,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.1,3516686,SANTA TERESA,1,9006,112322,0,0
Blue,262.0.1,3516687,SANTA TERESA,1,9007,112322,0,0
Blue,262.0.1,3516688,SANTA TERESA,1,9008,112322,0,0
Blue,262.0.2,3516895,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.3,3517047,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.1,3516689,SANTA TERESA,1,9009,112322,0,0
Blue,262.0.2,3516896,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.3,3517048,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.1,3516690,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.1,3516691,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.2,3516897,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.3,3517049,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.1,3516692,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.1,3516693,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.2,3516898,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.3,3517050,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.1,3516694,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.1,3516695,SANTA TERESA,1,9006,112322,0,0
Blue,262.0.2,3516899,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.3,3517051,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.1,3516696,SANTA TERESA,1,9007,112322,0,0
Blue,262.0.1,3516697,SANTA TERESA,1,9008,112322,0,0
Blue,262.0.2,3516900,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.3,3517052,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.1,3516698,SANTA TERESA,1,9009,112322,0,0
Blue,262.0.1,3516699,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.2,3516901,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.3,3517053,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.1,3516700,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.1,3516701,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.2,3516902,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.3,3517054,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.1,3516702,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.1,3516703,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.1,3516704,SANTA TERESA,1,9006,112322,0,0
Blue,262.0.2,3516903,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.3,3517055,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.1,3516705,SANTA TERESA,1,9007,112322,0,0
Blue,262.0.1,3516706,SANTA TERESA,1,9008,112322,0,0
Blue,262.0.2,3516904,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.3,3517056,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.1,3516707,SANTA TERESA,1,9009,112322,0,0
Blue,262.0.1,3516708,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.2,3516905,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.3,3517057,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.1,3516709,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.1,3516710,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.2,3516906,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.3,3517058,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.1,3516711,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.2,3516907,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.3,3517059,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.1,3516712,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.1,3516713,SANTA TERESA,1,9006,112322,0,0
Blue,262.0.2,3516908,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.3,3517060,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.1,3516714,SANTA TERESA,1,9007,112322,0,0
Blue,262.0.1,3516715,SANTA TERESA,1,9008,112322,0,0
Blue,262.0.2,3516909,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.3,3517061,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.1,3516716,SANTA TERESA,1,9009,112322,0,0
Blue,262.0.1,3516717,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.2,3516910,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.3,3517062,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.1,3516718,SANTA TERESA,1,9002,112322,0,0
Blue,262.0.1,3516719,SANTA TERESA,1,9003,112322,0,0
Blue,262.0.2,3516911,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.3,3517063,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.1,3516720,SANTA TERESA,1,9004,112322,0,0
Blue,262.0.1,3516721,SANTA TERESA,1,9005,112322,0,0
Blue,262.0.2,3516912,SANTA TERESA,1,9001,112322,0,0
Blue,262.0.3,3517064,SANTA TERESA,1,9001,112322,0,0
