stop_id,stop_code,platform_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_timezone,position,direction,wheelchair_boarding,tts_stop_name
13519,,,SR 160 @ Vieras Resort,,38.171551782374,-121.642043888569,198,,0,,America/Los_Angeles,,,0,
1526,,,Summerset Dr & Summerset Rd,,38.1828,-121.7199,198,,0,,America/Los_Angeles,,,0,
1528,,,Gateway & Solano Mall by Sears Auto Center (Solano Mall),,38.2629,-122.0542,199,,0,,America/Los_Angeles,,,0,
1531,,,Pittsburg/Bay Point BART Station,,38.017556,-121.945216,199,,0,,America/Los_Angeles,,,0,
1533,,,Fairfield Transportation Center,This bust stop is located between bus bay 7 and 90 at the Fairfield Transportation Center,38.2489552281732,-122.06845074892,199,,0,,America/Los_Angeles,,,0,
1537,,,Rio Vista Senior Center,This bus stop is located at 25 Main Street,38.1550897569734,-121.690385341644,198,,0,,America/Los_Angeles,,,0,
1538,,,2nd St. & Delta Ave. (Isleton Fire Department),,38.1617342744142,-121.612557023764,198,,0,,America/Los_Angeles,,,0,
1540,,,Western Railway Museum,,38.204359,-121.87394,199,,0,,America/Los_Angeles,,,0,
1552,,,Front St. & Logan St.,,38.157291657474,-121.689274907112,198,,0,,America/Los_Angeles,,,0,
1553,,,Main St & Lotz Way,,38.2431813168991,-122.040429711342,199,,0,,America/Los_Angeles,,,0,
1557,,,Front St. & Main St.,,38.15588278627,-121.690675020218,198,,0,,America/Los_Angeles,,,0,
1560,,,Pennsylvania Ave & B Gale Wilson Blvd,,38.2608902454351,-122.050076276064,199,,0,,America/Los_Angeles,,,0,
1562,,,Pennsylvania Ave & Utah St,,38.2542926863432,-122.050032019615,199,,0,,America/Los_Angeles,,,0,
1576,,,Suisun City Train Depot,,38.2429968669584,-122.041471251135,199,,0,,America/Los_Angeles,,,0,
2329722,,,Walmart,,38.2422085690893,-121.98805564724,199,,0,,America/Los_Angeles,,,0,
2329723,,,Walmart,,38.2415677512233,-121.988622430564,199,,0,,America/Los_Angeles,,,0,
27685,,,Courage Dr. and N. Watney,,38.236919,-122.071442,199,,0,,America/Los_Angeles,,,0,
